Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","548","Vanuatu","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","71.301","X","Figure from international organizations",""
"OA","Annual population","548","Vanuatu","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","304.404","X","Figure from international organizations",""
"OA","Annual population","548","Vanuatu","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","153.149","X","Figure from international organizations",""
"OA","Annual population","548","Vanuatu","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","151.256","X","Figure from international organizations",""
"OA","Annual population","548","Vanuatu","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","214.878","X","Figure from international organizations",""
"OA","Annual population","548","Vanuatu","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","73.139","X","Figure from international organizations",""
"OA","Annual population","862","Venezuela (Bolivarian Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","29825.653","X","Figure from international organizations",""
"OA","Annual population","862","Venezuela (Bolivarian Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","14804.135","X","Figure from international organizations",""
"OA","Annual population","862","Venezuela (Bolivarian Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","15021.517","X","Figure from international organizations",""
"OA","Annual population","862","Venezuela (Bolivarian Republic of)","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","3818.502","X","Figure from international organizations",""
"OA","Annual population","862","Venezuela (Bolivarian Republic of)","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","28562.719","X","Figure from international organizations",""
"OA","Annual population","862","Venezuela (Bolivarian Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","28971.683","X","Figure from international organizations",""
"OA","Annual population","862","Venezuela (Bolivarian Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","14365.872","X","Figure from international organizations",""
"OA","Annual population","862","Venezuela (Bolivarian Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","14605.811","X","Figure from international organizations",""
"OA","Annual population","862","Venezuela (Bolivarian Republic of)","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","3854.999","X","Figure from international organizations",""
"OA","Annual population","862","Venezuela (Bolivarian Republic of)","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","28924.869","X","Figure from international organizations",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","94914.33","X","Figure from international organizations",""
"OA","Annual population","704","Viet Nam","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","46856.269","X","Figure from international organizations",""
"OA","Annual population","704","Viet Nam","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","48058.062","X","Figure from international organizations",""
"OA","Annual population","704","Viet Nam","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","61832.185","X","Figure from international organizations",""
"OA","Annual population","704","Viet Nam","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","34658.961","X","Figure from international organizations",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","95776.716","X","Figure from international organizations",""
"OA","Annual population","704","Viet Nam","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","47288.433","X","Figure from international organizations",""
"OA","Annual population","704","Viet Nam","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","48488.283","X","Figure from international organizations",""
"OA","Annual population","704","Viet Nam","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","61742.331","X","Figure from international organizations",""
"OA","Annual population","704","Viet Nam","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","35686.73","X","Figure from international organizations",""
"OA","Annual population","876","Wallis and Futuna Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","11.816","X","Figure from international organizations",""
"OA","Annual population","876","Wallis and Futuna Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","5.703","X","Figure from international organizations",""
"OA","Annual population","876","Wallis and Futuna Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","6.112","X","Figure from international organizations",""
"OA","Annual population","876","Wallis and Futuna Islands","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","11.683","X","Figure from international organizations",""
"OA","Annual population","876","Wallis and Futuna Islands","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","876","Wallis and Futuna Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","11.714","X","Figure from international organizations",""
"OA","Annual population","876","Wallis and Futuna Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","5.648","X","Figure from international organizations",""
"OA","Annual population","876","Wallis and Futuna Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","6.066","X","Figure from international organizations",""
